datum,M01AB,M01AE,N02BA,N02BE,N05B,N05C,R03,R06,Year,Seasonal,Weekday Name,Sales Price,Comp Price,Competitor2,Competitor3,Competitor4,Competitor5,MRP,Cost of Manufacturing,inflation rate,Demand Score,discount rate,Margin,Inventory levels,Govt regulations,Expiry days
4/14/2015,4.66,6.01,7,41.8,5,0,5,2,2015,4,Tuesday,10.06,9.06,9.6,10.87,10.99,9.77,11.85,5.1,-0.2,2.76,18,43.8,182.81,19.2,69
4/15/2015,2,2.33,3,29.25,15,0,0,2,2015,4,Wednesday,10.26,9.48,9.67,9.3,10.69,9.75,12.9,4.54,-0.2,3.92,17,51.53,178.15,19.2,73
4/16/2015,2.34,1,7.2,30.6,7,0,9,4,2015,4,Thursday,13.78,14.09,14.89,14.68,12.82,13.38,16.01,7.11,-0.2,1.85,12,46.7,176.15,19.2,69
4/17/2015,9.33,3.66,3,29.65,6,0,1,5,2015,4,Friday,14.06,14.99,12.94,13.97,13.27,15.18,17.82,8.26,-0.2,2.22,16,36.42,173.81,19.2,88
4/18/2015,7.33,3,1,31.3,1,0,1,4,2015,4,Saturday,10.84,11.45,11.26,10.68,11.6,9.99,13.99,5.63,-0.2,10.87,10,47.54,164.48,19.2,46
4/19/2015,9.32,5.528,3.8,36.5,3,0,0,2,2015,4,Sunday,13.68,14.65,12.94,13.48,13.31,14.11,17.66,7.76,-0.2,2.94,18,37.11,157.15,19.2,68
4/20/2015,3,5.043,3.7,38,13,0,1,3,2015,4,Monday,9.06,9.4,8.29,8.72,9.84,8.81,11.22,4.42,-0.2,10.04,5,53.31,147.83,19.2,81
4/21/2015,6.33,1,2,35.2,9,0,0,6,2015,4,Tuesday,9.36,10.26,9.93,9.15,8.65,10.2,10.94,5.47,-0.2,4.49,12,39.63,144.83,19.2,67
4/22/2015,1.33,4.627,3.2,32,3,0,1,2,2015,4,Wednesday,9.25,8.79,8.44,8.54,8.87,9.4,11.31,3.78,-0.2,4.84,11,58.26,138.5,19.2,82
4/23/2015,4,1,1,28.2,8,0,1,4,2015,4,Thursday,8.74,8.82,8.18,8.02,9.52,8.56,10.79,3.87,-0.2,1.56,11,54.77,137.17,19.2,37
4/24/2015,10,1,4,30,5,0,1,5,2015,4,Friday,13.76,14.15,14.85,12.86,13.9,13.71,16.33,5.63,-0.2,2.79,15,56.24,133.17,19.2,34
4/25/2015,5,3.165,8,38.1,3,0,1,3,2015,4,Saturday,9.48,9.86,9.83,9.07,8.82,9.85,11.58,4.54,-0.2,3.83,17,47.55,123.17,19.2,63
4/26/2015,7,6,3,37.6,5,0,1,1,2015,4,Sunday,10.53,9.52,11.08,10.18,10.73,11.52,13.5,5.19,-0.2,1.13,11,49.66,118.17,19.2,32
4/27/2015,3,0.78,4,43,10,0,0,10,2015,4,Monday,12.2,12.06,12.09,12.62,12.87,11.24,14.21,7,-0.2,4.74,5,45.09,111.17,19.2,47
4/28/2015,4.33,4.67,3.1,15.2,7,0,5,6,2015,4,Tuesday,8.75,8.26,8.76,8.88,8.89,7.95,10.09,4.68,-0.2,2.59,13,44.11,108.17,19.2,37
4/29/2015,2,0.43,4.2,27.6,2,0,11,3,2015,4,Wednesday,10.67,9.62,11.27,10.44,10.18,11.66,12.73,4.53,-0.2,4.09,8,58.05,103.84,19.2,71
4/30/2015,3,8.727,2.6,32.6,7,0,3,7,2015,4,Thursday,11.31,12.1,12.3,10.61,12.39,11.39,13.85,5.9,-0.2,0.96,17,42.86,101.84,19.2,36
5/1/2015,5.34,1.68,4.94,11.4,4,0,0,4.7,2015,5,Friday,12.02,10.87,12.74,12.01,12.19,12.02,14.97,6.23,0,4.32,11,47.06,98.84,19.2,58
5/2/2015,5,3.66,3,47.8,6,2,0,5,2015,5,Saturday,12.43,12.1,12.72,12.24,11.45,11.97,16.03,6.08,0,6.07,14,48.29,93.5,19.2,43
5/3/2015,6.67,1.066,2.1,19.2,4,0,1,6,2015,5,Sunday,7.83,7.71,7.38,8.25,8.54,7.71,10.17,4.17,0,6.16,8,47.37,88.5,19.2,60
5/4/2015,4,4.723,8.6,36,5,1,10,3.3,2015,5,Monday,11.02,11.42,10.37,10.33,11.19,11.42,13.37,6.08,0,3.22,12,43,81.83,19.2,75
5/5/2015,3.34,3.462,2,19,6,0,5,2.5,2015,5,Tuesday,11.7,12.64,12.3,10.84,12.35,11.33,14,4.69,0,3.86,19,55.01,77.83,19.2,77
5/6/2015,4.66,6.497,2,40.2,11,0,0,6,2015,5,Wednesday,10.62,11.03,9.9,11.01,10.61,9.86,13.56,5.88,0,4.31,11,43.45,74.49,19.2,39
5/7/2015,2,3.34,2,21,4,1,5,10,2015,5,Thursday,11.45,10.4,11.23,12.4,10.81,10.83,14,6.69,0,1.63,7,42.89,69.83,19.2,86
5/8/2015,1,6.34,5,16,8,0,4,1,2015,5,Friday,8.72,9.04,8.67,8.46,7.99,8.08,10.77,3.72,0,3.95,8,57.85,67.83,19.2,54
5/9/2015,3.66,4.34,7.4,21,11,1,1,6,2015,5,Saturday,10.6,11.4,10.06,11.63,9.86,11.16,13.64,6.01,0,0.63,15,39.36,66.83,19.2,43
5/10/2015,3.34,5.427,3.8,13,3,0,1,10,2015,5,Sunday,8.37,8.2,8.82,7.65,7.64,7.81,10.85,4.98,0,0.94,5,43.06,63.17,19.2,39
5/11/2015,3.33,6.66,5.9,21,3,0,6,4,2015,5,Monday,9.76,9.27,9.93,9.51,9.47,8.82,11.37,5.85,0,0.54,19,32.73,59.83,19.2,78
5/12/2015,7.33,1.99,8.2,22.95,13,0,0,8,2015,5,Tuesday,12.2,12.86,11.98,11.5,12.53,11.54,14.43,6.15,0,0.61,16,45.44,56.5,19.2,50
5/13/2015,8,3.44,9,28.4,5,0,2,4.5,2015,5,Wednesday,9.76,10.06,9.39,10.18,9.63,8.8,12.33,5.72,0,4.45,7,42.71,49.17,19.2,33
5/14/2015,3,5.067,3,14,1,0,0,5,2015,5,Thursday,10.84,10.14,10.97,9.91,11.38,11.62,12.63,6.28,0,7.43,13,39.46,41.17,19.2,70
5/15/2015,3.34,6.53,4.3,48.4,8,0,4,3.2,2015,5,Friday,9.3,9.17,9.2,10.02,8.91,9.15,10.96,3.81,0,3.9,12,57.68,38.17,19.2,38
5/16/2015,5,4.066,4.1,40.4,4,0,0,4,2015,5,Saturday,11.11,10.11,10.2,10.1,10.3,11.74,13.17,4.92,0,0.24,16,52.07,34.83,19.2,70
5/17/2015,5,3.33,5,23.2,0,0,0,8,2015,5,Sunday,10.3,9.99,10.24,10.35,9.96,10.84,11.98,5.21,0,5.09,7,50.55,248,19.2,77
5/18/2015,7,2.713,5.2,21.4,6,1,2,2.2,2015,5,Monday,7.86,8.01,7.4,8.23,7.36,7.45,9.96,4.19,0,3.09,13,44.3,243,19.2,30
5/19/2015,3,1.66,3,20,8,0,0,3,2015,5,Tuesday,10.33,10.78,10.46,10.08,10.23,9.86,12.14,5.42,0,6.24,7,48.71,236,19.2,55
5/20/2015,5.67,6.465,2,17,12,1,5,6,2015,5,Wednesday,11.39,10.81,10.93,12.15,10.84,12,13.79,5.19,0,1.21,13,52.39,233,19.2,73
5/21/2015,6,1.957,3,10,5,0,1,3.3,2015,5,Thursday,8.35,9.02,8.94,7.54,7.83,8,10.32,4.94,0,0.23,18,34.41,227.33,19.2,77
5/22/2015,3,0.198,2,15,8,0,0,7,2015,5,Friday,11.49,11.4,11.85,12.08,10.34,10.68,13.45,6.1,0,2.73,18,41.14,221.33,19.2,74
5/23/2015,5.68,2.69,5,23.45,10,0,2,7,2015,5,Saturday,10.13,9.4,9.17,10.74,9.66,9.29,13.13,5.83,0,1.85,17,36.96,218.33,19.2,37
5/24/2015,5.33,7.769,3,20,5,0,0,1.3,2015,5,Sunday,7.72,7.86,7.47,8.38,7.78,7.43,9.87,4.38,0,1.64,19,36.32,212.65,19.2,64
5/25/2015,9.66,3.33,4,30,11,3,0,3,2015,5,Monday,12.32,11.98,12.96,11.9,12.81,12.08,14.85,7.08,0,6.31,5,45.01,207.32,19.2,58
5/26/2015,7.34,3.34,4.5,27,11,0,22,10,2015,5,Tuesday,10.33,10.21,10.68,10.92,10.55,9.44,12.24,5.03,0,9.17,17,46.67,197.66,19.2,71
5/27/2015,4,2.66,2,24.2,7,0,0,1,2015,5,Wednesday,8.81,9.29,8.22,8.66,8.88,9.01,10.65,4.86,0,2.67,12,43.01,190.32,19.2,35
5/28/2015,6,2.33,6.7,17.1,3,0,20,3,2015,5,Thursday,10.31,10.34,10.01,11.19,11.04,9.62,12.38,5.49,0,3.6,12,44.99,186.32,19.2,74
5/29/2015,6.33,5.01,3,41.8,6,0,5,3,2015,5,Friday,12.27,12.35,12.65,12.52,12.13,12.44,14.92,5.14,0,4.78,19,52.98,180.32,19.2,54
5/30/2015,14,2.68,6,24.5,4,0,4,8,2015,5,Saturday,9.82,10.46,9.75,9.59,10.39,10.19,12.54,4.65,0,0.06,15,49.36,173.99,19.2,38
5/31/2015,3,4.697,6.3,31.5,2,0,0,10.5,2015,5,Sunday,9.49,9.02,8.56,10.34,8.54,9.33,12.09,5.2,0,4.79,5,47.57,159.99,19.2,35
6/1/2015,4.66,5,2.5,23.55,12,0,2,3,2015,6,Monday,8.09,7.41,8.78,7.8,8.16,8.53,10.04,4.36,0.1,4.75,11,44.95,156.99,19.2,89
6/2/2015,8.33,8,7.9,24,10,4,3,6,2015,6,Tuesday,9.53,9.74,10.26,9.98,10.25,9.19,12.22,5.68,0.1,5.02,12,38.43,152.33,19.2,38
6/3/2015,5,1.66,5.3,30,9,0,6,2,2015,6,Wednesday,11.13,11.94,10.52,11.78,12.02,10.58,14.33,5.8,0.1,4.21,7,49.06,144,19.2,88
6/4/2015,2.33,4,3,20,5,0,2,2,2015,6,Thursday,8.1,7.69,7.64,7.63,8.8,7.73,9.39,3.33,0.1,2.65,10,58.47,139,19.2,56
6/5/2015,5,0.67,5,13,6,0,1,7,2015,6,Friday,7.18,6.64,7.83,6.58,6.97,7.63,8.84,3.84,0.1,0.23,13,44.12,136.67,19.2,46
6/6/2015,3.68,3.68,2,16,6,0,17,2,2015,6,Saturday,7.3,7.59,7.3,6.61,7.9,7.34,8.49,3.26,0.1,3.58,13,53.34,131.67,19.2,80
6/7/2015,6.34,5.01,2,17,6,1,22,6,2015,6,Sunday,10.63,11.24,11.52,10.11,10.36,10.35,13.26,5.03,0.1,1.76,16,48.79,127.99,19.2,61
6/8/2015,6,5.66,2.5,31,10,1,3,7,2015,6,Monday,8.75,9.46,9,8.88,9.6,8.24,11.11,5.11,0.1,5.13,16,36.8,121.65,19.2,50
6/9/2015,3,4,4,26.6,14,0,0,4.6,2015,6,Tuesday,11.03,11.18,12.09,11.26,9.95,12.12,13.42,6.08,0.1,2.31,9,44.93,115.65,19.2,43
6/10/2015,4.34,3.01,8,18.676,6,0,7,2,2015,6,Wednesday,7.64,7.55,7.85,7.75,7.48,7.94,9.2,3.22,0.1,1.06,16,54.39,112.65,19.2,49
6/11/2015,6,2.33,5.1,38.3,11,0,1,3,2015,6,Thursday,11.43,11.83,10.33,12.44,10.4,11.81,14.37,6.6,0.1,3.07,6,44.16,108.31,19.2,31
6/12/2015,1.67,1.66,2,17.5,2,2,0,5,2015,6,Friday,11.03,11.67,11.15,10.4,10.63,11.79,13.04,6.4,0.1,4.29,17,36.45,102.31,19.2,50
6/13/2015,2.33,4.66,7.3,21.4,6,0,12,4,2015,6,Saturday,9.56,10.35,10.23,10.29,8.86,9.99,12.35,4.68,0.1,3.64,16,47.02,100.64,19.2,60
6/14/2015,5,3.67,1.6,14,6,0,3,2,2015,6,Sunday,10.33,11.24,9.94,9.61,9.54,11.21,13.05,6.05,0.1,2.46,6,43.36,98.31,19.2,53
6/15/2015,4,3.36,5,37,9,0,6,9,2015,6,Monday,7.6,6.94,7.94,8.25,6.98,7.21,9.73,3.45,0.1,4.74,13,52.57,93.31,19.2,50
6/16/2015,7,3.34,4,20,6,0,8,5,2015,6,Tuesday,10.6,10.14,11.05,11.54,10.46,9.57,12.66,4.7,0.1,0.75,5,57.57,89.31,19.2,37
6/17/2015,3.66,3.32,8.66,24,10,1,20,2,2015,6,Wednesday,9.83,9.09,9.48,9.38,10.45,10.37,12.59,5.46,0.1,7.03,8,45.11,82.31,19.2,80
6/18/2015,3,5.33,7,24.6,4,0,23,3.6,2015,6,Thursday,11.21,12.17,11.51,11.07,10.41,10.66,13,4.5,0.1,3.94,8,60.33,78.65,19.2,35
6/19/2015,5.33,4.01,3.1,24,13,2,10,6.3,2015,6,Friday,10.35,11.13,10.89,11.22,9.75,11.19,13.08,4.46,0.1,4.3,10,56.47,75.65,19.2,36
6/20/2015,9.34,3,3,26.8,5,0,10,7,2015,6,Saturday,9.44,9.66,9.22,9.55,10.34,8.83,11.59,4.55,0.1,0.77,7,52.88,70.32,19.2,80
6/21/2015,9.34,0.68,5,18,5,0,6,2,2015,6,Sunday,9.89,9.33,9.66,9.13,9.24,9.91,12.81,4.29,0.1,11.07,15,53.61,60.98,19.2,73
6/22/2015,5.17,6.99,9.6,29.062,0,0,1,5,2015,6,Monday,10.53,10.22,11.47,10.74,10.32,10.29,12.45,5.39,0.1,2.86,10,48.3,51.64,19.2,32
6/23/2015,4.67,5.67,3.5,19,7,0,5,5,2015,6,Tuesday,9.84,10.26,10.52,10.58,10.26,10.36,12.6,5.63,0.1,2.32,16,38.08,46.47,19.2,87
6/24/2015,3.83,4,7,23.8,5,1,4,3,2015,6,Wednesday,11.16,11.17,12.16,10.9,11.8,10.88,13.32,6.09,0.1,5.68,12,43.63,41.8,19.2,58
6/25/2015,6.33,4.34,6,24.125,4,0,0,3,2015,6,Thursday,7.9,7.77,8.17,8.14,7.38,8.33,10.25,3.87,0.1,0.4,7,52.11,37.97,19.2,71
6/26/2015,7.17,0.33,2,29,3,0,1,4,2015,6,Friday,7.32,7.09,7.76,6.76,7.65,7.82,9.25,3.36,0.1,3.7,16,50.32,31.64,19.2,63
6/27/2015,7.33,3.33,6,36,10,0,1,2,2015,6,Saturday,7.58,8.12,7.06,8.01,7.79,7.52,9.08,3.19,0.1,6.02,11,57.01,246,19.2,39
6/28/2015,5.34,4.65,7.4,12,0,0,6,6,2015,6,Sunday,11.7,11.33,11.3,11.74,12.57,11.36,15.11,6.62,0.1,5.48,9,43.48,238.67,19.2,86
6/29/2015,5.68,3.66,4,22,15,0,11,3,2015,6,Monday,7.27,7.12,6.61,7.83,7.56,7.17,8.57,3.4,0.1,4.63,9,53.28,233.33,19.2,85
6/30/2015,1,4.67,6,35,12,0,2,4.3,2015,6,Tuesday,8.29,8.35,8.43,8.84,8.46,8.84,9.91,3.83,0.1,3.42,18,48.78,227.65,19.2,59
7/1/2015,8.83,5.68,5.4,18.25,14,1,12,10,2015,7,Wednesday,11.29,10.88,12.19,10.55,10.64,11.01,13.58,4.69,0.2,1.1,17,54.5,226.65,19.2,71
7/2/2015,3,2,1,23.15,3,0,1,2,2015,7,Thursday,10.2,9.77,11.2,10.48,9.49,10.87,12.3,5.07,0.2,7.1,17,45.56,217.82,19.2,66
7/3/2015,5.5,4.33,3.5,24.5,10,0,8,4,2015,7,Friday,11.69,12.28,12.48,12.62,12.24,10.99,14,5.39,0.2,3.53,16,50.1,214.82,19.2,46
7/4/2015,7.35,2.34,4.2,15.2,2,0,0,3,2015,7,Saturday,9.22,8.63,8.8,10.13,8.35,8.48,10.72,3.99,0.2,7.4,5,58.59,209.32,19.2,49
7/5/2015,5,4.34,4.2,14,10,0,1,4,2015,7,Sunday,10.39,10.23,10.8,11.42,9.78,9.66,12.7,6.13,0.2,7.67,15,36.9,201.97,19.2,84
7/6/2015,5.5,4.68,2,20,8,0,3,3,2015,7,Monday,11.32,10.59,10.21,11.58,11.34,10.51,13.58,4.71,0.2,1.96,14,56.02,196.97,19.2,54
7/7/2015,4.84,4.68,2.3,19.6,5,0,3,7,2015,7,Tuesday,10.95,11.15,11.94,11.97,11.59,10.06,12.91,5.8,0.2,7.07,7,48.22,191.47,19.2,53
7/8/2015,2,1.35,3,18.6,6,0,5,3,2015,7,Wednesday,10.26,10.92,10.96,10.66,9.44,10.64,12.72,5.28,0.2,0.91,19,42.24,186.63,19.2,79
7/9/2015,2.34,1.67,2,32.75,4,0,0,5,2015,7,Thursday,11.48,11.17,11.06,11,11.64,10.55,13.62,5.56,0.2,3.41,14,48.8,184.63,19.2,81
7/10/2015,5.5,6.34,5,37,15,0,8,6,2015,7,Friday,9.01,8.53,8.6,8.36,8.11,9.73,10.81,4.17,0.2,3.98,10,53.25,182.29,19.2,41
7/11/2015,4,2.33,4.9,45,9,0,2,10,2015,7,Saturday,8.86,9.53,8.08,9.31,8.03,8.74,10.74,3.57,0.2,4.61,15,56.91,176.79,19.2,49
7/12/2015,6.33,5.33,5,25.3,5,0,0,6.5,2015,7,Sunday,12.26,12.43,12.81,13.32,11.19,12.05,15.76,6.31,0.2,2.51,11,47.43,172.79,19.2,42
7/13/2015,3.68,0.66,8,22.55,5,0,0,3,2015,7,Monday,9.32,9.4,8.44,9.82,10.05,9.44,11.66,4.46,0.2,2.75,13,50,166.46,19.2,44
7/14/2015,0.34,4.33,5,14,1,0,2,2,2015,7,Tuesday,9,8.36,8.86,8.77,8.34,9.33,10.86,4.33,0.2,2.48,7,52.97,162.78,19.2,79
7/15/2015,8.49,1.66,4,20.2,5,0,1,9,2015,7,Wednesday,8.1,8.07,8.12,8.04,7.39,7.83,10.09,4.7,0.2,2.13,5,44.47,162.44,19.2,68
7/16/2015,8.34,3.33,1,18,3,0,2,4,2015,7,Thursday,8.08,7.46,8.48,8.18,7.45,8.6,10.44,4.77,0.2,6.03,6,42.91,153.95,19.2,88
7/17/2015,2.5,1.33,1,28,3,0,0,2.3,2015,7,Friday,10.37,11.08,10.8,11.22,10.9,10.38,12.93,5.99,0.2,2.77,10,41.65,145.61,19.2,44
7/18/2015,3.68,7.38,2,25,8,3,1,3,2015,7,Saturday,10.26,9.36,11.15,10.53,10.78,10.42,12.01,5.73,0.2,2.79,12,42.31,143.11,19.2,39
7/19/2015,11.68,1.68,2,15,1,0,1,3,2015,7,Sunday,9.87,9.2,10.66,10.75,10.6,10.08,12.61,4.42,0.2,1.91,6,56.69,139.43,19.2,74
7/20/2015,5.84,4.67,5,41,4,0,0,2,2015,7,Monday,8.28,8.23,8.37,7.55,8.48,8.52,9.96,4.82,0.2,5.41,7,43.1,127.75,19.2,30
7/21/2015,4.68,1,3.2,14.25,7,0,1,4,2015,7,Tuesday,9.78,9.71,10.53,9.02,8.94,9.05,11.96,4.59,0.2,7.22,14,50.39,121.91,19.2,44
7/22/2015,9.33,0.34,5,22,10,0,5,3,2015,7,Wednesday,11.68,11.34,11.47,11.55,10.58,11.1,13.88,6.43,0.2,3.58,10,44.39,117.23,19.2,58
7/23/2015,1.5,4,3,14,3,0,0,2,2015,7,Thursday,10.65,10.68,10.31,10.92,9.61,10.8,12.76,5.07,0.2,10.03,10,51.91,107.9,19.2,67
7/24/2015,6,6.34,3.6,29.6,9,1,1,10,2015,7,Friday,12.17,12.54,11.68,11.46,12.03,13.28,15.22,7.2,0.2,2.14,19,33.6,106.4,19.2,55
7/25/2015,4,4,5,22,7,1,0,4,2015,7,Saturday,7.87,8.62,8.11,8.03,8.63,8.49,9.84,4.01,0.2,1,12,47.36,100.4,19.2,83
7/26/2015,5,2.99,3,29,4,0,0,0,2015,7,Sunday,8.07,7.95,8.5,8.03,7.58,8.38,10.32,3.76,0.2,0.9,7,54.46,96.4,19.2,39
7/27/2015,7.34,3.34,7,24,9,0,0,1.5,2015,7,Monday,7.67,7.58,7.9,7.97,7.78,6.98,9.71,4.47,0.2,4.74,18,35.39,91.4,19.2,75
7/28/2015,14.18,6.02,1,15.2,14,0,1,3,2015,7,Tuesday,11.84,12.97,11.08,12.62,11.44,11.69,15.15,5.53,0.2,2.45,8,53.85,84.06,19.2,53
7/29/2015,10.34,3.34,4,21.378,8,0,2,1,2015,7,Wednesday,9.88,9.15,9.13,10.63,9.38,9.39,11.44,4.07,0.2,8.87,9,58.85,69.88,19.2,66
7/30/2015,3,3.33,14,16.3,3,0,0,4,2015,7,Thursday,10.9,10.2,10.19,10.35,10.66,11.51,13.74,4.96,0.2,12.14,9,54.54,59.54,19.2,60
7/31/2015,5.5,9,6.2,24,8,0,0,6,2015,7,Friday,9.37,8.44,9.87,10.27,8.98,9.99,11.23,4.79,0.2,0.19,17,44.01,56.54,19.2,39
8/1/2015,5,5,4,19,14,0,0,2,2015,8,Saturday,17.87,17.01,17.87,19.4,16.48,17.17,20.9,10.38,0.2,0.81,13,39.3,51.04,19.2,86
8/2/2015,5,6.7,4,15,9,0,0,2,2015,8,Sunday,15.61,14.32,16.08,15.5,14.41,14.48,20.1,7.68,0.2,2.22,15,47.38,46.04,19.2,35
8/3/2015,1.5,2.33,1.5,23,3.5,1,5,1,2015,8,Monday,13.26,12.1,12.49,12.58,12.57,12.51,15.63,6.2,0.2,6.66,10,52.77,41.04,19.2,73
8/4/2015,6.34,2.33,3,23,5,1,0,4,2015,8,Tuesday,15.23,14.81,14.99,13.83,14.55,15.38,17.63,8.1,0.2,1,10,46.28,39.54,19.2,54
8/5/2015,5,3.33,4.2,22.2,3.5,0,0,1,2015,8,Wednesday,16.25,17.52,16.02,15.33,14.72,15.12,18.81,8.47,0.2,0.01,16,43.59,33.2,19.2,65
8/6/2015,5.33,1.67,8,35,11,0,3,2,2015,8,Thursday,15.76,17.23,17.3,14.28,17.24,17.26,20.38,8.58,0.2,0.63,11,44.39,251,19.2,61
8/7/2015,4.33,4,6,22,9,2,1,6,2015,8,Friday,14.76,14.83,14.43,14.86,14.6,14.78,18.59,6.98,0.2,5.49,15,49.42,245.67,19.2,60
8/8/2015,6.33,5.33,7,22,5,0,0,0.7,2015,8,Saturday,15.45,14.36,16.68,14.36,16.39,14.03,19.91,8.04,0.2,1.48,9,48.01,241.34,19.2,85
8/9/2015,5,3.66,2,21,5,0,2,3,2015,8,Sunday,13.42,13.76,13.89,14.07,13.72,13.38,15.9,6.45,0.2,5.94,7,53.02,235.01,19.2,31
8/10/2015,3.67,5.68,4.2,29,12.5,0,1,5,2015,8,Monday,11.45,12.01,11.18,12.12,12.22,10.8,14.8,6.41,0.2,3.16,12,42.17,230.01,19.2,80
8/11/2015,12.33,6.66,7.4,18.1,10,0,0,4,2015,8,Tuesday,17.37,16.09,17.95,17.73,17.9,16.56,21.53,9.46,0.2,4.43,15,41.75,226.34,19.2,68
8/12/2015,8.67,7.693,4,28.2,9.5,0,1,1,2015,8,Wednesday,16.98,16.48,17.72,16.04,16.94,16.56,20.4,9.2,0.2,11.74,15,42.05,214.01,19.2,77
8/13/2015,8,2,6,23.438,9,0,3,3,2015,8,Thursday,15.5,16.82,15.49,14.61,14.28,16.33,19.46,6.69,0.2,10.4,8,57.35,205.34,19.2,42
8/14/2015,3,4.66,4,16.7,5,0,1,4,2015,8,Friday,13.34,14.31,14.28,14.48,14.35,12.48,17.13,5.43,0.2,2.79,9,59.34,197.34,19.2,55
8/15/2015,3.34,6.34,6,35,14,1,1,1,2015,8,Saturday,16.06,15.85,14.66,16.38,17.25,16.22,18.47,6.58,0.2,2.99,18,54.58,194.34,19.2,54
8/16/2015,2,4.67,2,19.25,4,2,0,2,2015,8,Sunday,17.72,18.92,16.45,17.52,17.5,18.04,21.97,9.43,0.2,0.37,8,47.41,191,19.2,38
8/17/2015,8,3,3,33,6,0,0,2,2015,8,Monday,13.18,14.25,13.81,14.33,13.11,12.53,15.61,5.33,0.2,3.11,7,60.47,189,19.2,87
8/18/2015,6.01,2.67,3,24,16,0,3,1,2015,8,Tuesday,17.52,17.04,16.32,17.11,15.97,17.79,20.99,7.76,0.2,2.43,14,53.18,181,19.2,64
8/19/2015,6.33,2.66,8,28,15,0,3,3,2015,8,Wednesday,12.28,12.19,11.3,11.32,12.67,11.42,15.23,5.48,0.2,2.61,15,52.27,174.99,19.2,88
8/20/2015,3.5,3.68,5,19,6,1,0,0,2015,8,Thursday,18.59,18.96,16.74,20.2,17.59,19.13,23.74,8.08,0.2,2.59,8,57.05,168.66,19.2,44
8/21/2015,6,0.67,3,34,8,1,1,4,2015,8,Friday,18.05,17.57,17.28,18.99,17.29,19.21,20.8,8.03,0.2,0.87,18,50.68,165.16,19.2,73
8/22/2015,2.34,6.736,4,28,6,3,1,6,2015,8,Saturday,13.42,12.91,14.51,12.51,13.26,14.01,16.01,5.72,0.2,3.4,15,54.41,159.16,19.2,78
8/23/2015,8.99,5.33,3,28,8,0,2,2,2015,8,Sunday,17.88,19.41,16.82,16.37,19.48,17.6,21.23,10.52,0.2,2.45,7,42.49,156.82,19.2,43
8/24/2015,8.5,3.66,3.4,45.1,8,0,0,1,2015,8,Monday,18.2,16.88,16.52,16.77,18.18,19.12,22.6,10.68,0.2,4.93,15,37.24,147.83,19.2,44
8/25/2015,2.34,2.67,4,23.5,20,0,1,3,2015,8,Tuesday,12.68,12.21,11.91,13.37,12.3,11.77,15.7,7.23,0.2,1.1,18,36.79,139.33,19.2,35
8/26/2015,2.67,4.02,7.3,27,7,0,1,6,2015,8,Wednesday,15.76,14.81,16.07,16.16,14.23,17.06,18.24,6.67,0.2,3.82,17,53.64,136.99,19.2,76
8/27/2015,9.33,3,4.5,32,8,0,0,3,2015,8,Thursday,16.99,18.67,17.21,18.47,16.49,17.99,21.85,7.52,0.2,0.37,7,56.73,134.32,19.2,57
8/28/2015,7,8.67,1,15.1,12,0,0,3,2015,8,Friday,11.46,12.23,10.59,11.31,11.75,11.64,13.82,4.76,0.2,5.83,12,57.09,124.99,19.2,64
8/29/2015,10.84,10.34,4,23.2,4,3,3,2,2015,8,Saturday,11.53,12.51,11.25,10.45,10.51,10.44,14.05,5.43,0.2,2.53,8,53.46,117.99,19.2,35
8/30/2015,11,6.02,3.5,21,3,0,6,4,2015,8,Sunday,15.85,14.91,17.23,17.11,15.93,16.42,19.09,8.49,0.2,12.46,17,41.33,107.15,19.2,43
8/31/2015,4,9.34,3.4,38,9.5,0,6,2,2015,8,Monday,14.19,13.72,14.81,12.92,13.37,15.26,17.17,7.96,0.2,3.68,14,40.7,96.15,19.2,83
9/1/2015,8.18,2.84,4.4,28.25,8,0,0,3,2015,9,Tuesday,12,11.05,13,13.02,12.28,12.97,15.52,6.99,0,3.35,16,36.96,92.15,19.2,53
9/2/2015,5.33,7,3,31.3,9.5,0,5,5,2015,9,Wednesday,16.03,16.11,16.99,14.97,15.83,16.05,19.84,7.79,0,8.41,19,45.46,83.97,19.2,43
9/3/2015,1.34,3.68,2.2,19,13,0,4,2,2015,9,Thursday,13.01,12.51,12.29,12.64,12.5,13.59,16.73,7.18,0,0.31,17,39.55,78.64,19.2,49
9/4/2015,3.34,2.68,3.1,20,8,1,1,2,2015,9,Friday,15.11,15.84,15.96,16.23,14.44,14.19,17.7,6.66,0,2.84,10,55.48,77.3,19.2,64
9/5/2015,8.83,6.01,3.2,20,10.5,1,6,4,2015,9,Saturday,11.59,11.04,12.27,11.34,11.46,11.85,13.77,6.12,0,1.31,19,40.74,73.96,19.2,83
9/6/2015,8.33,9.67,6,23.6,8,1,0,3,2015,9,Sunday,13.55,13.69,12.43,12.39,12.26,13.72,16.26,5.87,0,4.03,15,53.67,65.13,19.2,84
9/7/2015,4.34,6.124,2.5,32.8,7,1,5,2,2015,9,Monday,13.8,14.81,14.94,14.19,13.08,13.92,17.27,5.87,0,5.13,6,58.86,56.8,19.2,51
9/8/2015,2.67,1.693,5,29.2,4,0,2,4,2015,9,Tuesday,13.52,12.52,14.41,13.37,13.93,13.32,16.09,6.39,0,0.35,19,46.95,52.46,19.2,81
